GPA,Absences,Engagement_Ratio,StudyTimeWeekly,Support_Index,ParentalEducation,ParentalSupport,Age,Ethnicity,Activity_Score,GradeClass
0.3928860478498206,0.7586206896551724,1.248602284639038,0.94846412856253,4,1,4,0.6666666666666661,0,1,4.0
0.4160776724152708,0.4482758620689655,0.9432774004571811,0.4237917672605729,1,2,1,1.0,0,1,4.0
0.1890647916435481,1.0,0.00925884594702977,0.0092681047929768,3,0,2,0.6666666666666661,0,2,4.0
0.2006923848085518,0.8620689655172413,0.5131100513317147,0.4428493611993616,2,1,2,1.0,0,1,4.0
0.3355967944894336,0.6896551724137931,0.06670367199854021,0.0460692360847849,2,4,2,1.0,0,2,4.0
0.0716428220716555,1.0,0.5439062860008718,0.5444501922868725,3,4,3,0.0,0,1,4.0
0.6534596734184175,0.3103448275862069,1.088472521869203,0.3388902896536909,4,1,3,0.6666666666666661,0,1,2.0
0.2322531386564842,0.7931034482758621,0.5968066695547977,0.4739262342474978,3,0,3,0.0,3,1,4.0
0.473189673981648,0.3448275862068966,1.7749372934065397,0.6138222798473858,0,1,0,0.6666666666666661,1,2,4.0
0.5828153873271885,0.4137931034482758,2.096820900932638,0.8697468488730585,2,1,2,0.6666666666666661,0,1,3.0
0.5585596181500583,0.3793103448275862,1.742286315720625,0.6626095095200956,3,3,3,0.0,1,1,3.0
0.5964570547691156,0.2758620689655172,1.5693550892161623,0.4344948969419505,2,1,2,0.0,0,1,3.0
0.8368391858769523,0.1034482758620689,7.853809438556224,0.8203168548064409,5,2,4,0.6666666666666661,0,0,1.0
0.8154638268333226,0.2068965517241379,4.360679198205368,0.9065701684820744,4,1,3,0.333333333333333,1,1,1.0
0.2599059697869286,0.7931034482758621,0.15091829251990488,0.1198447364979617,3,4,3,1.0,0,1,4.0
0.0069546561831169,0.9655172413793104,0.5509384580046021,0.532491518600379,0,1,0,0.0,0,1,4.0
0.3324911344692193,0.7241379310344828,0.3927337011135037,0.284786103472961,4,2,3,1.0,3,1,4.0
0.820979130474346,0.0344827586206896,1.3263457070258522,0.0470624045699862,4,1,4,0.333333333333333,2,1,1.0
0.734363545579216,0.2068965517241379,3.219208114914301,0.6692622663730454,2,2,2,0.333333333333333,1,1,2.0
0.184717050701315,0.9655172413793104,0.8936308241653758,0.8637095989838386,3,1,3,0.333333333333333,1,2,4.0
0.6392004157083543,0.2758620689655172,0.588874508452983,0.1630370147713448,2,1,2,0.0,1,2,2.0
0.8252321422426997,0.1379310344827586,5.85394472402883,0.8132945963142121,3,3,2,0.333333333333333,0,0,1.0
0.5501707366401403,0.4827586206896551,1.7660125161772309,0.8543237789465644,3,3,3,0.0,0,2,3.0
0.4639663932920483,0.5862068965517241,1.5588007330245401,0.9153385407818928,3,3,3,0.333333333333333,0,1,4.0
0.683600373604998,0.1034482758620689,2.542283540426586,0.2655371325500732,3,2,3,1.0,0,0,2.0
0.5329343242968071,0.6206896551724138,1.4556124845212275,0.9049392235666625,2,3,1,1.0,1,2,3.0
0.2449424776938215,0.6551724137931034,0.489167854573488,0.3209784518854794,1,0,1,0.6666666666666661,0,0,4.0
0.2485812558878217,0.8620689655172413,0.6406440633357567,0.5529200090079536,3,1,3,1.0,3,1,4.0
0.5186749941953336,0.2068965517241379,0.24297006570866425,0.0505126388330185,1,1,1,0.6666666666666661,3,1,3.0
0.125127008951164,0.8620689655172413,0.0508402473590649,0.0438786396948288,2,2,2,1.0,2,0,4.0
0.6331096043969182,0.2413793103448275,2.9752884220781906,0.7211483558202619,0,1,0,0.0,1,2,2.0
0.3658445089464244,0.5517241379310345,0.8049910722432592,0.4449379964478345,1,1,1,1.0,2,1,4.0
0.5857091932979638,0.4137931034482758,0.6184627469788672,0.2565340821865101,3,2,3,0.6666666666666661,0,2,3.0
0.2897115836126509,0.7931034482758621,0.23999326408119329,0.1905794785698552,3,3,3,0.6666666666666661,2,0,4.0
0.3809371861834331,0.6896551724137931,0.9710644413351893,0.6706706791552589,2,1,1,0.333333333333333,0,3,4.0
0.0,0.9310344827586208,0.00037457618926768285,0.0003491179248178,1,1,1,0.0,2,1,4.0
0.2646555036109969,0.7586206896551724,1.0620624498780034,0.8067646106331909,0,1,0,1.0,0,2,4.0
0.5574350460436917,0.3448275862068966,0.22926977155889575,0.0792878116884195,2,1,2,0.333333333333333,2,2,3.0
0.0486858201863787,0.896551724137931,0.21353291319075543,0.1916568343945577,1,1,1,1.0,3,1,4.0
0.8767300178423034,0.0,386.6274658647189,0.3866274658647189,2,2,2,1.0,0,2,0.0
0.888071735837736,0.0344827586206896,13.678845453263381,0.485363171427862,4,2,3,0.333333333333333,0,0,0.0
0.5596228385725575,0.5517241379310345,0.6429071064608818,0.3553502761883267,4,2,3,0.333333333333333,3,1,3.0
0.6771180859642191,0.1379310344827586,2.310699838398137,0.3210279189277963,1,1,1,0.333333333333333,0,2,2.0
0.1832270584753466,1.0,0.9640070875846125,0.964971094672197,3,3,3,0.333333333333333,2,1,4.0
0.2413706113261326,1.0,0.6416226327197669,0.6422642553524867,4,1,4,0.333333333333333,1,1,4.0
0.6388082149845236,0.1724137931034483,0.13497774445670238,0.0234070026507847,2,2,2,1.0,0,1,2.0
0.1860805749803089,0.8620689655172413,0.4989375152519626,0.4306174851462542,2,3,2,0.333333333333333,0,3,4.0
0.1805141453487977,0.8275862068965517,1.057176164434438,0.8759615881101761,2,1,2,0.0,0,0,4.0
0.3178073824593351,0.7931034482758621,0.3799880321447053,0.3017498066296696,2,1,1,0.6666666666666661,2,3,4.0
0.6315355353550575,0.2068965517241379,0.45509241895173835,0.0946121446158631,3,3,3,0.333333333333333,0,3,2.0
0.2356038488398808,0.9310344827586208,0.8145660069342571,0.7592036069457254,3,1,3,0.333333333333333,1,2,4.0
0.3789097745987557,0.6896551724137931,0.8783797605835789,0.6066575249906381,3,2,2,1.0,0,1,4.0
0.1620684816770478,1.0,0.5703448192861503,0.5709151641054364,3,0,3,0.333333333333333,1,1,4.0
0.5122125205347151,0.4827586206896551,0.1107685797645745,0.0535852553626626,3,2,3,0.333333333333333,2,3,3.0
0.2105739998142847,0.6206896551724138,0.2261701109550934,0.1406076182899786,0,1,0,0.333333333333333,3,2,4.0
0.3660469809226618,0.5172413793103449,1.202551785520853,0.6232120960204448,1,0,1,1.0,0,1,4.0
0.3719867162924497,0.8275862068965517,0.2510418765599807,0.2080098362710268,4,2,3,0.333333333333333,2,2,4.0
0.6468914490926587,0.4137931034482758,1.2165018889663728,0.5045965938750516,5,1,4,0.6666666666666661,2,0,2.0
0.8052017445487182,0.1379310344827586,3.9260854348366365,0.545455110929545,4,1,3,1.0,1,0,1.0
0.8862898579500776,0.0689655172413793,4.056000588022343,0.2837801790723218,5,0,4,0.6666666666666661,3,1,0.0
0.7723997382686619,0.0689655172413793,13.570433974613014,0.9494624322237862,2,1,2,1.0,0,0,1.0
0.479989109979552,0.6206896551724138,1.3565926019584365,0.843379586920988,2,1,1,0.333333333333333,0,2,4.0
0.5496482961467403,0.4482758620689655,1.6095922594714973,0.723150949953591,3,0,2,0.6666666666666661,2,0,3.0
0.2195531541906941,0.5172413793103449,0.15056811686020805,0.0780306285617954,0,3,0,1.0,0,1,4.0
0.3350921618781017,0.7241379310344828,0.1464536854706789,0.106199122474583,3,0,3,0.0,2,2,4.0
0.4548778339284772,0.5517241379310345,0.8924793587595897,0.4932948841916367,4,2,4,0.333333333333333,2,0,4.0
0.1548377328668835,0.896551724137931,0.17920437192551897,0.1608451929948046,3,1,3,1.0,0,1,4.0
0.904865217423379,0.1034482758620689,9.376287276909926,0.9793370400606948,2,1,2,0.0,2,3,0.0
0.54372569905247,0.4137931034482758,0.3824787722914219,0.1586495569618453,2,3,1,1.0,0,2,3.0
0.743601503727761,0.2413793103448275,2.0132711224339626,0.4879752661927006,2,1,1,0.0,1,2,2.0
0.2451839609372007,0.6206896551724138,0.5862840148100129,0.3644867070003353,2,4,2,0.333333333333333,1,0,4.0
0.7754184522537763,0.1379310344827586,4.607095001563532,0.6400684745275678,3,1,3,0.6666666666666661,3,0,1.0
0.8745643354433301,0.0344827586206896,3.639284169346908,0.1291318417330332,3,2,2,0.0,0,2,1.0
0.647638361263246,0.4827586206896551,0.8904402895188696,0.4307581662641455,4,2,4,1.0,0,1,2.0
0.8837509395460796,0.0344827586206896,7.749338402222131,0.2749679039960883,3,3,3,0.333333333333333,1,1,0.0
0.7049804363232967,0.3448275862068966,2.569832759687844,0.8887190602382548,2,2,1,0.0,2,1,2.0
0.5041491936294153,0.4137931034482758,0.09783064198392226,0.0405794756008483,2,2,1,1.0,1,2,3.0
0.3427962597229291,0.7586206896551724,1.2041863788428144,0.9147248875699434,4,1,3,1.0,0,0,4.0
0.5261988969924761,0.3103448275862069,2.678376704947889,0.8338987334129134,1,1,1,1.0,0,0,3.0
0.7576097721741307,0.0689655172413793,4.257238169066516,0.2978598705184814,3,3,3,0.0,0,0,1.0
0.89560546807799,0.1379310344827586,5.687318298935367,0.7901450147038134,3,1,2,0.0,2,1,0.0
0.6066366765098113,0.0689655172413793,0.445884662106174,0.0311965510142561,1,1,1,0.0,0,1,3.0
0.790359067564591,0.1724137931034483,5.581586135149599,0.967924023229908,3,2,2,0.6666666666666661,0,1,1.0
0.530659632407217,0.4137931034482758,1.270868159252016,0.5271473478497413,2,1,2,0.0,3,1,3.0
0.5512151452493292,0.3103448275862069,0.9750499026891313,0.3035767438406954,3,4,3,0.0,0,1,3.0
0.295746875124512,0.6206896551724138,0.5838075188537253,0.3629470950832349,0,2,0,0.0,3,3,4.0
0.6846989290859,0.2413793103448275,0.27406957771403495,0.0664287952328259,3,2,3,0.6666666666666661,1,1,2.0
0.5594753252456507,0.5862068965517241,1.686686305826283,0.9904338311005438,4,3,3,0.0,2,0,3.0
0.784870386595097,0.0689655172413793,0.5614797553042067,0.0392842215004219,3,0,3,1.0,0,1,1.0
0.2615111927700242,0.7931034482758621,0.8255939674697425,0.6556070164434724,1,1,0,0.0,0,2,4.0
0.2041145613034498,0.7931034482758621,0.5581035348046977,0.443191941483358,4,2,3,1.0,2,0,4.0
0.508386155130295,0.5517241379310345,1.7186766311261876,0.9499540593214366,2,1,2,1.0,2,2,3.0
0.6080196306955592,0.2413793103448275,1.0158854562978938,0.2462296162868239,3,2,2,1.0,2,2,3.0
0.6649428298819754,0.3103448275862069,1.7107897566609316,0.5326455418238466,3,3,3,0.6666666666666661,0,1,2.0
0.897221984941253,0.0344827586206896,13.608236296666014,0.4828577637679071,3,2,2,0.6666666666666661,2,2,0.0
0.5786469069527507,0.3793103448275862,1.8501244407550883,0.7036214640375127,3,1,3,0.6666666666666661,2,1,3.0
0.2518064550535075,0.7586206896551724,0.08956512029472173,0.068035518447325,1,4,1,0.0,1,3,4.0
0.7204030803651311,0.1724137931034483,1.1184750025308798,0.1939589926802688,3,2,3,1.0,2,1,2.0
0.7011262322279213,0.0344827586206896,6.052476516768888,0.2147585633019026,1,2,1,0.6666666666666661,2,2,2.0
0.4407302810249667,0.6896551724137931,1.0699207966364754,0.7389463322700679,4,1,3,0.6666666666666661,1,1,4.0
0.27997781573933,0.7586206896551724,0.2492075533686195,0.1893032135571489,4,3,4,0.0,0,2,4.0
0.2576643764299699,0.7931034482758621,0.72295124243868,0.5740980745558746,2,2,2,0.6666666666666661,0,0,4.0
0.7689048384153584,0.0689655172413793,3.0792074821894113,0.2154383441849074,2,2,2,0.0,0,1,1.0
0.6578585162811045,0.5517241379310345,1.5605659231197073,0.8625624545408893,4,3,3,0.333333333333333,0,2,2.0
0.1257667268319786,0.9655172413793104,0.9758910845925175,0.9432155589670232,0,1,0,0.6666666666666661,0,3,4.0
0.6960594592857038,0.2068965517241379,2.4966073901479326,0.5190360674207546,2,2,2,0.333333333333333,0,0,2.0
0.0619066912716408,0.9655172413793104,0.36487808163643815,0.352660956903025,2,3,2,0.0,0,0,4.0
0.2973871924046965,0.6896551724137931,0.33920534255033313,0.2342739243427801,3,1,3,1.0,0,1,4.0
0.8439985022007099,0.1379310344827586,0.3583456689230748,0.0497853344858989,4,2,3,0.6666666666666661,2,2,1.0
0.3233933891114877,0.7586206896551724,0.35380265279559847,0.268755815118422,4,3,3,0.0,3,0,4.0
0.9296467260717411,0.0,654.9349015675815,0.6549349015675815,4,2,3,1.0,0,2,0.0
0.6676399037049573,0.2413793103448275,2.203890287550652,0.5341774079721906,3,2,3,1.0,3,1,2.0
0.5924120033624047,0.3793103448275862,2.4850060714431232,0.9450735159291794,3,3,2,0.333333333333333,1,1,3.0
0.4061217050555386,0.4482758620689655,0.8829316417624705,0.396679874500801,2,3,2,0.0,0,1,4.0
0.6343692069535897,0.5172413793103449,1.3403175459531513,0.6946080137286177,3,1,2,1.0,0,2,2.0
0.5746044821273697,0.3103448275862069,1.5732791006172893,0.4898323103266726,4,0,4,0.6666666666666661,1,1,3.0
0.5649510376240297,0.4827586206896551,1.0606787878447064,0.5131125074025304,3,2,3,0.6666666666666661,2,1,3.0
0.3303358252174712,0.6896551724137931,0.38807965248982457,0.2680292193006447,2,2,2,0.333333333333333,2,1,4.0
0.2374935570309642,0.7931034482758621,0.5735031524267166,0.455420830939133,3,2,3,1.0,0,1,4.0
0.2046966540182627,0.8620689655172413,0.5460435614463129,0.4712732517048195,2,2,2,0.0,0,2,4.0
0.5848061281883984,0.4827586206896551,1.4623034130711539,0.7074018821370763,4,1,3,0.6666666666666661,0,0,3.0
0.6706940719908431,0.3103448275862069,3.0245189378776067,0.941668327244721,2,2,2,1.0,0,1,2.0
0.3859593677714055,0.6896551724137931,0.4772959652085384,0.3296469271435109,2,1,1,1.0,0,1,4.0
0.0492252762059056,0.9310344827586208,0.04527309762115291,0.0421960881242118,3,2,3,0.333333333333333,0,1,4.0
0.6871525643620212,0.2068965517241379,2.3897111260873247,0.4968127027303614,3,2,3,0.6666666666666661,2,0,2.0
0.2762234469249861,0.8620689655172413,0.6315072093320169,0.5450342738748638,3,1,2,0.6666666666666661,3,2,4.0
0.6383599528609845,0.0689655172413793,2.4094908976703233,0.1685812769438995,2,1,2,0.0,0,1,2.0
0.8185583647024697,0.0344827586206896,21.455091483430174,0.761285832291366,3,2,3,0.6666666666666661,3,2,1.0
0.7965150945097286,0.1724137931034483,5.685870349946011,0.9860083444785688,4,2,3,0.0,0,0,1.0
0.4305289375601472,0.6896551724137931,1.3708851898457768,0.9468089471524506,3,1,3,0.6666666666666661,0,1,4.0
0.5845115893975934,0.2758620689655172,0.7125559482675478,0.1972797140910393,2,4,2,0.333333333333333,0,2,3.0
0.818499687108584,0.3103448275862069,2.8146172929415516,0.8763165357920438,5,2,4,0.6666666666666661,1,2,1.0
0.7483755978013198,0.1034482758620689,6.752150966107008,0.7052505267702798,3,4,3,0.0,3,0,2.0
0.2240994747558488,0.896551724137931,0.5061717742296928,0.4543153486698164,4,2,3,0.0,1,1,4.0
0.7402638147008994,0.0689655172413793,7.734946179623994,0.5411795102916235,3,2,3,0.333333333333333,0,0,2.0
0.6685877738630246,0.2758620689655172,3.072012936900622,0.850523857599141,1,3,1,0.6666666666666661,1,1,2.0
0.3044682878333414,0.7931034482758621,0.6052535631678835,0.4806339415928686,0,2,0,0.6666666666666661,0,2,4.0
0.3413977775823775,0.7241379310344828,0.5151895212050043,0.3735834634972426,4,2,3,0.333333333333333,2,0,4.0
0.380568711171357,0.5517241379310345,0.8933236912943999,0.4937615671640668,2,1,2,0.6666666666666661,1,1,4.0
0.5578505993426256,0.4482758620689655,1.2903933735897204,0.5797425953276023,4,2,3,0.6666666666666661,0,0,3.0
0.5338165887225235,0.3103448275862069,0.607821566559324,0.1892421008435909,2,1,2,0.0,1,1,3.0
0.5639247287407867,0.4137931034482758,2.174313846337856,0.9018903881930368,2,1,2,0.6666666666666661,1,0,3.0
0.6877864469029262,0.3793103448275862,1.7746269919811994,0.674909003260712,2,0,1,0.6666666666666661,0,2,2.0
0.2244085396541009,0.896551724137931,0.706303516127517,0.6339439386649358,3,0,3,0.333333333333333,1,2,4.0
0.7793386086963753,0.0,99.55770415338499,0.099557704153385,1,4,1,0.333333333333333,0,2,1.0
0.3218987828145023,0.9310344827586208,0.6489196779253046,0.604815516367002,3,1,3,1.0,2,2,4.0
0.1427632745082564,0.7241379310344828,0.1669293623457542,0.1210468124403057,2,2,2,0.0,2,0,4.0
0.1453389498737429,0.9655172413793104,0.08146284718753309,0.0787352463385988,3,3,3,0.6666666666666661,2,1,4.0
0.4108656010184891,0.6206896551724138,0.8490797932063947,0.5278641238523479,1,2,1,0.6666666666666661,1,1,4.0
0.3087110101955052,0.6206896551724138,0.6485480715554327,0.4031956269680309,1,1,1,1.0,1,0,4.0
0.7420234048949412,0.1724137931034483,3.399004070447494,0.5894341886303603,3,2,3,0.6666666666666661,0,2,2.0
0.5023246199305798,0.4137931034482758,0.2152201562749907,0.0892718365459263,2,2,2,0.0,2,1,3.0
0.286521508532398,0.6206896551724138,0.6939564841410496,0.4314255673303098,1,2,1,1.0,0,1,4.0
0.5480907994638219,0.4137931034482758,0.4217397395983201,0.1749347354354549,5,2,4,0.0,0,0,3.0
0.2364327183249875,0.896551724137931,1.1009747859752645,0.9881818173844884,2,4,1,1.0,0,1,4.0
0.1418125071225725,0.8620689655172413,0.6508661064015865,0.561742337142252,2,2,2,1.0,0,1,4.0
0.2426910867732073,0.7241379310344828,0.9490251660954454,0.6881741454421076,1,1,1,0.333333333333333,1,0,4.0
0.4140150313751169,0.6896551724137931,0.47163831831980824,0.3257394440561186,3,2,2,0.0,0,3,4.0
0.7098283122890081,0.1034482758620689,0.9075776856338423,0.0947949244753416,2,0,2,0.6666666666666661,2,1,2.0
0.0474545149772565,0.7931034482758621,1.2302423430719354,0.9769396868484,1,3,1,0.6666666666666661,0,2,4.0
0.8145736712557174,0.0344827586206896,8.075335696060275,0.2865351872843452,3,1,3,0.0,0,1,1.0
0.4800139631647239,0.4827586206896551,0.8769713331641689,0.4242424425158663,3,1,2,0.6666666666666661,1,0,4.0
0.5054428735923446,0.3793103448275862,1.7105977445892264,0.6505580181060199,3,3,3,0.6666666666666661,0,0,3.0
0.0314832686562374,1.0,0.024648150113728073,0.0246727982638418,2,2,1,0.0,0,1,4.0
0.3217533530975571,0.896551724137931,0.9037223937954194,0.811137592693137,3,1,2,1.0,2,1,4.0
0.6478566758073282,0.2068965517241379,2.583698796572354,0.5371420705011972,0,2,0,0.0,0,2,2.0
0.3658449121339,0.6551724137931034,0.42440689282060357,0.2784840952925264,4,3,3,1.0,2,0,4.0
0.366387346608453,0.5862068965517241,0.1049475288979248,0.0616259127449228,3,1,3,0.6666666666666661,0,0,4.0
0.4276167094273837,0.7586206896551724,0.21409673713726488,0.1626323111171313,3,3,3,0.6666666666666661,0,3,4.0
0.5721264213130578,0.4137931034482758,2.160136602145899,0.8960097650763109,2,0,2,0.6666666666666661,2,2,3.0
0.4902422121633081,0.5517241379310345,1.2425002592733203,0.6867598846859327,3,2,3,0.333333333333333,0,1,4.0
0.6554058315693352,0.1034482758620689,2.394832089593396,0.2501360827371859,3,3,3,1.0,0,0,2.0
0.1920790964959168,0.8275862068965517,0.07919910003255945,0.065623281885599,0,1,0,0.333333333333333,0,1,4.0
0.4516015863514527,0.4482758620689655,1.5388234906838814,0.6913562503489755,1,2,1,0.333333333333333,0,1,4.0
0.2204665882694425,0.6551724137931034,0.8732655907862192,0.573012790588654,2,1,2,0.0,2,0,4.0
0.2042670551640868,0.9310344827586208,0.43445990250396144,0.4049316105096405,3,2,3,0.333333333333333,0,1,4.0
0.3615331319254923,0.4137931034482758,0.8774893086604947,0.3639765135819686,1,2,0,0.0,2,0,4.0
0.834773590550078,0.0689655172413793,3.101679417583286,0.2170106047681547,3,2,3,0.0,2,1,1.0
0.2049063694868613,0.8620689655172413,0.7766795913599491,0.670328051453385,2,1,2,0.333333333333333,0,0,4.0
0.1692044932778205,0.8620689655172413,1.1259017648652478,0.9717308714762858,2,1,2,1.0,3,0,4.0
0.3473862186162431,0.5862068965517241,0.29949296330931924,0.1758643335239447,1,0,1,1.0,0,2,4.0
0.4978771035062943,0.4482758620689655,1.3304745183613202,0.5977500861975739,2,1,2,1.0,3,2,4.0
0.4099668876036531,0.4827586206896551,0.8777512753687498,0.424619746280972,0,2,0,1.0,0,1,4.0
0.6279357551513552,0.0689655172413793,6.390995117004379,0.4471492790483408,0,3,0,1.0,1,1,2.0
0.7459799873966246,0.0,254.3865212720735,0.2543865212720735,3,2,3,0.333333333333333,0,1,2.0
0.3146637136080125,0.8620689655172413,0.9570850878887471,0.826030436716119,3,2,2,0.333333333333333,0,1,4.0
0.3544824818431889,0.7931034482758621,0.6117093347072767,0.4857604920335819,3,4,2,0.6666666666666661,1,0,4.0
0.3992541430954416,0.5517241379310345,0.984175546850636,0.5439775807058223,1,2,1,1.0,2,2,4.0
0.77217496704649,0.0689655172413793,4.360124010393856,0.3050583316237632,3,3,2,0.333333333333333,0,1,1.0
0.4103353606946787,0.4482758620689655,0.4050174348308562,0.181964557186594,0,2,0,0.6666666666666661,0,2,4.0
0.6467176640658571,0.0689655172413793,1.228551626080873,0.0859562499764859,2,1,2,1.0,2,1,2.0
0.5972581613030462,0.4137931034482758,1.7234787399949905,0.7148870952896461,3,0,2,0.0,1,0,3.0
0.4745366000703062,0.4827586206896551,0.40600197395288,0.1964069549167225,2,2,2,0.6666666666666661,3,1,4.0
0.5276219937454374,0.5862068965517241,1.1764433891266812,0.6908156714978708,4,1,4,0.333333333333333,2,1,3.0
0.4250683973512284,0.4482758620689655,0.8697824841545015,0.390772275381,2,1,2,0.0,3,0,4.0
0.2611249987719284,0.6896551724137931,0.6026159522254265,0.4161998243835541,2,2,2,0.0,2,1,4.0
0.2985415334411189,0.8620689655172413,0.5441788800348004,0.4696639030479662,2,2,2,0.0,0,1,4.0
0.6622842070491376,0.0689655172413793,5.260852722651954,0.3680782818710625,1,2,1,0.6666666666666661,0,1,2.0
